   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    0.73080   88.42583   21.00000   90.50018   -0.02346   90.45805    0.00000    1.12349    0.92707    1.15549
    0.73360   88.59889   21.00000   94.05051   -0.06153   90.64381    0.00000    1.07303    0.92507    1.26605
    0.73640   88.77158   21.00000   93.06602   -0.04838   90.82922    0.00000    0.83106    0.79902    0.93789
    0.73920   88.94181   21.00000   87.20101    0.01957   91.01232    0.00745    0.83737    0.84314    0.89173
    0.74200   89.11373   21.00000   84.24043    0.05469   91.19691    0.00000    1.03557    1.00578    1.28829
    0.74480   89.28355   21.00000   90.76869   -0.01663   91.37939   -0.00739    0.95378    0.88720    1.00946
    0.74760   89.45454   21.00000   87.51336    0.02170   91.56322    0.00000    1.06690    0.81948    1.12134
    0.75040   89.62550   21.00000   93.55721   -0.04387   91.74673    0.00000    1.05489    0.92900    1.29885
    0.75320   89.79425   22.00000   81.49825    0.09239   91.92812    0.00731    1.13356    0.89797    1.07329
    0.75600   89.96439   22.00000   81.90013    0.08964   92.11100    0.00000    0.82263    0.96039    1.03373
    0.75880   90.13433   22.00000   83.28050    0.07604   92.29346    0.00000    1.04498    0.58422    0.75982
    0.76160   90.30154   22.00000   88.43169    0.02071   92.47345    0.00000    0.80433    1.02372    1.09846
    0.76440   90.47084   22.00000   88.42308    0.02263   92.65524    0.00000    0.81336    1.04044    1.17216
    0.76720   90.63972   22.00000   83.39163    0.07997   92.83659   -0.00716    0.86567    0.87872    0.94724
    0.77000   90.80616   22.00000   85.30588    0.06057   93.01572   -0.00714    0.89502    0.92040    1.14574
    0.77280   90.97442   22.00000   88.78826    0.02403   93.19640    0.00000    1.06248    1.05171    0.99641
    0.77560   91.14221   22.00000   98.93491   -0.08550   93.37663   -0.00708    1.01274    0.72742    1.06703
    0.77840   91.30768   22.00000   94.53419   -0.03534   93.55470    0.00000    0.94702    0.76466    0.83515
    0.78120   91.47482   22.00000  100.90032   -0.10304   93.73421   -0.00703    0.95106    1.00878    0.92826
    0.78400   91.64172   22.00000   78.87954    0.13926   93.91350    0.00700    0.80724    1.15021    1.00891
    0.78680   91.80608   22.00000   90.88238    0.01006   94.09043    0.00697    0.66310    0.91176    1.19160
    0.78960   91.97234   22.00000   89.57068    0.02611   94.26902    0.00000    0.90005    0.95594    0.96783
    0.79240   92.13643   22.00000  101.69299   -0.10372   94.44540    0.00000    1.04613    1.08438    0.97668
    0.79520   92.30172   22.00000  103.99957   -0.12673   94.62319   -0.00690    0.70758    0.67621    0.82773
    0.79800   92.46691   22.00000  103.55627   -0.11993   94.80064   -0.00687    1.00093    0.85034    1.02986
    0.80080   92.62993   23.00000   92.03670    0.00640   94.97592   -0.00685    0.94605    0.88363    1.10795
    0.80360   92.79441   23.00000   87.05391    0.06186   95.15281    0.00682    0.84782    0.94844    0.91833
    0.80640   92.95849   23.00000   91.09177    0.02008   95.32912    0.00679    0.79360    0.84263    1.00855
    0.80920   93.12056   23.00000   90.64092    0.02663   95.50354    0.00000    1.11265    0.91557    0.89664
    0.81200   93.28417   23.00000  100.04767   -0.07250   95.67932    0.00675    0.91257    0.83172    1.06019
    0.81480   93.44724   23.00000   91.64795    0.01925   95.85455    0.00000    0.84506    0.99080    0.97001
    0.81760   93.60851   23.00000  108.88634   -0.16321   96.02811    0.00000    0.88627    0.92531    1.05293
    0.82040   93.77110   23.00000   78.91387    0.15844   96.20280    0.00667    1.17154    1.02619    0.97576
    0.82320   93.93336   23.00000  100.56858   -0.07064   96.37716    0.00000    0.74577    1.06456    0.94800
    0.82600   94.09339   23.00000  108.83922   -0.15671   96.54946   -0.00662    0.74629    1.00440    1.05258
    0.82880   94.25517   23.00000   82.05433    0.12944   96.72330    0.00000    1.11151    0.88787    0.87828
    0.83160   94.41656   23.00000   96.41994   -0.02122   96.89669    0.00000    0.81698    1.07540    1.13094
    0.83440   94.57582   23.00000   75.93446    0.19710   97.06818    0.00000    1.14561    0.98563    1.25321
    0.83720   94.73654   23.00000   91.46771    0.03450   97.24085    0.00000    1.24125    0.58130    1.21587
    0.84000   94.89534   23.00000   89.89553    0.05269   97.41162    0.00651    0.76679    0.97685    1.04525
    0.84280   95.05531   23.00000   99.36681   -0.04536   97.58368    0.00000    0.95090    1.02854    1.22877
    0.84560   95.21523   23.00000  100.23746   -0.05275   97.75553    0.00000    0.69781    0.95461    0.86091
    0.84840   95.37305   23.00000   89.27699    0.06392   97.92530   -0.00644    0.96603    0.84328    1.01941
    0.85120   95.53213   24.00000   99.48244   -0.04135   98.09644    0.00000    1.09240    0.87009    0.83710
    0.85400   95.69119   24.00000   89.63612    0.06328   98.26736    0.00000    1.17912    1.06880    1.04348
    0.85680   95.84811   24.00000  112.26193   -0.17125   98.43625    0.00637    0.69488    0.99890    0.78981
    0.85960   96.00640   24.00000   96.72459   -0.00748   98.60638    0.00000    0.91232    0.98767    0.73169
    0.86240   96.16443   24.00000   93.23996    0.03041   98.77621   -0.00633    0.78384    1.11712    0.87401
    0.86520   96.32052   24.00000   83.71686    0.13085   98.94413    0.00631    1.11755    0.98817    0.83133
    0.86800   96.47796   24.00000   93.60141    0.02982   99.11346    0.00000    1.10596    1.09228    0.90335
    0.87080   96.63519   24.00000   91.80750    0.04996   99.28241    0.00000    1.12064    0.98593    0.97964
    0.87360   96.79032   24.00000   95.83310    0.00989   99.44946    0.00624    0.67480    0.90276    1.04821
    0.87640   96.94696   24.00000   90.05157    0.07113   99.61774   -0.00622    0.81937    1.12042    1.16714
    0.87920   97.10324   24.00000  105.72610   -0.08880   99.78571   -0.00620    0.97956    0.85414    1.17009
    0.88200   97.25754   24.00000   96.64350    0.00631   99.95184    0.00000    0.74471    1.36497    1.07671
    0.88480   97.41322   24.00000   93.69833    0.03814  100.11915    0.00000    0.98546    0.83152    0.86033
    0.88760   97.56711   24.00000   94.14677    0.03506  100.28471    0.00000    0.89148    0.81348    1.11465
    0.89040   97.72215   24.00000  104.39098   -0.06824  100.45146    0.00612    1.08658    1.00540    0.80321
    0.89320   97.87713   24.00000   93.35455    0.04621  100.61803   -0.00610    1.07489    1.27570    1.16023
    0.89600   98.03165   24.00000   98.63385   -0.00614  100.78411   -0.00608    0.78490    0.80201    0.85997
    0.89880   98.18424   24.00000   87.41372    0.10970  100.94839    0.00000    1.00880    1.09409    0.70829
    0.90160   98.33848   24.00000   97.85960    0.00487  101.11413    0.00000    1.13520    1.00494    0.80210
    0.90440   98.49073   25.00000   92.99958    0.05575  101.27788   -0.00602    0.96640    0.97552    1.02374
    0.90720   98.64404   25.00000   99.48409   -0.00852  101.44277    0.00600    0.76667    0.75630    1.11721
    0.91000   98.79722   25.00000  117.15659   -0.18583  101.60740    0.00598    1.10661    1.11862    0.83844
    0.91280   98.94856   25.00000  103.61876   -0.04720  101.77026    0.00000    0.78924    0.91480    1.12412
    0.91560   99.10105   25.00000   96.67662    0.02446  101.93426    0.00000    1.04352    1.07830    1.01770
    0.91840   99.25362   25.00000  101.93367   -0.02700  102.09818    0.00000    1.10625    1.03373    1.01113
    0.92120   99.40415   25.00000   97.63216    0.01783  102.26025    0.00000    1.02829    1.00009    0.76774
    0.92400   99.55597   25.00000   98.44558    0.01115  102.42345    0.00000    1.09537    1.29974    0.96365
    0.92680   99.70756   25.00000   97.33943    0.02375  102.58630    0.00000    1.03954    0.96595    0.92675
    0.92960   99.85721   25.00000  100.12250   -0.00266  102.74743    0.00000    0.71138    0.91434    0.77648
    0.93240  100.00827   25.00000  109.40600   -0.09397  102.90974    0.00000    0.60777    1.20105    1.09182
    0.93520  100.15907   25.00000  102.22173   -0.02059  103.07182   -0.01162    0.91914    0.89611    1.18859
    0.93800  100.30804   25.00000  103.12578   -0.02809  103.23219    0.00000    0.95183    0.79488    0.76397
    0.94080  100.45829   25.00000  105.39501   -0.04914  103.39364    0.00000    1.02908    1.28765    1.07195
    0.94360  100.60818   25.00000   92.88087    0.07681  103.55477    0.01152    1.00468    0.93632    0.84335
    0.94640  100.75642   25.00000  103.99256   -0.03212  103.71430    0.01148    1.02838    0.94434    0.87907
    0.94920  100.90578   25.00000  103.89893   -0.02966  103.87483    0.00000    0.90712    0.85292    0.95754
    0.95200  101.05357   25.00000  100.13759    0.00906  104.03379    0.00000    0.95232    1.15516    0.97420
    0.95480  101.20243   25.00000  108.77296   -0.07481  104.19390   -0.01138    0.94139    1.02495    1.14136
    0.95760  101.35107   25.00000  100.80173    0.00542  104.35359    0.00000    0.91710    0.89229    0.64646
    0.96040  101.49802   26.00000   95.59206    0.05819  104.51165   -0.01131    0.85809    1.14257    0.91943
    0.96320  101.64616   26.00000  108.92004   -0.07156  104.67094    0.00000    0.93073    1.03178    0.88039
    0.96600  101.79414   26.00000  100.64367    0.01130  104.82997    0.00000    1.09139    1.13584    0.86212
    0.96880  101.94028   26.00000  105.34461   -0.03340  104.98724    0.00000    0.95476    0.92543    0.85940
    0.97160  102.08762   26.00000   99.87149    0.02171  105.14554    0.00000    0.90107    0.91647    0.94151
    0.97440  102.23483   26.00000  113.03590   -0.10565  105.30376    0.00000    0.98117    1.21278    1.15610
    0.97720  102.38029   26.00000   98.56639    0.03725  105.46024    0.00000    0.95968    0.85562    0.92635
    0.98000  102.52680   26.00000  110.79456   -0.08064  105.61773   -0.01107    1.01088    1.05822    0.85463
    0.98280  102.67320   26.00000   93.81609    0.08627  105.77507   -0.01104    0.85214    0.73901    1.03654
    0.98560  102.81800   26.00000   91.66288    0.10849  105.93084    0.01101    1.13364    1.36846    0.66707
    0.98840  102.96375   26.00000  108.62228   -0.05496  106.08746   -0.01097    0.88667    0.81087    0.92303
    0.99120  103.10946   26.00000   86.95921    0.15663  106.24402    0.00000    0.86514    0.84208    0.93875
    0.99400  103.25330   26.00000  104.19395   -0.00911  106.39886   -0.01091    1.14731    0.95162    1.04598
    0.99680  103.39852   26.00000   96.88759    0.06297  106.55486   -0.01088    1.12700    1.06688    1.01352
    0.99960  103.54199   26.00000  100.98730    0.02467  106.70917   -0.01085    0.93908    1.11522    0.96574
    1.00240  103.68670   26.00000  102.49016    0.01154  106.86464    0.00000    0.89172    0.74637    0.97696
    1.00520  103.83118   26.00000  112.33145   -0.08187  107.01987    0.00000    1.30211    1.12856    1.09495
    1.00800  103.97389   26.00000  107.69737   -0.03581  107.17336    0.01075    0.91263    1.09748    1.00048
    1.01080  104.11773   26.00000  100.26724    0.03698  107.32797    0.01072    0.99001    0.93880    0.92437
    1.01360  104.26142   26.00000  105.38020   -0.01073  107.48237   -0.01069    0.97226    1.16194    0.85401
    1.01640  104.40351   26.00000  100.34900    0.03884  107.63520    0.01066    0.88387    0.92361    0.73510
    1.01920  104.54659   27.00000  112.12872   -0.07252  107.78892    0.00000    0.96138    0.89314    1.06940
    1.02200  104.68965   27.00000  119.69109   -0.14329  107.94255    0.00000    1.20209    0.74557    1.04715
    1.02480  104.83100   27.00000  100.18757    0.04429  108.09466   -0.01057    0.74282    0.85324    1.22709
    1.02760  104.97343   27.00000  114.15571   -0.08747  108.24763    0.00000    1.01780    1.21418    1.02635
    1.03040  105.11578   27.00000  104.49605    0.00590  108.40053    0.01051    0.90508    1.06787    0.88906
    1.03320  105.25639   27.00000  108.36289   -0.02951  108.55183    0.01048    0.89302    0.92298    0.92148
    1.03600  105.39806   27.00000  104.85484    0.00515  108.70400   -0.01045    0.81371    1.16622    0.88796
    1.03880  105.53973   27.00000  107.99121   -0.02323  108.85610    0.00000    1.08964    0.98516    0.94043
    1.04160  105.67973   27.00000  111.32506   -0.05342  109.00671    0.00000    0.85811    0.73018    0.89863
    1.04440  105.82070   27.00000  106.65389   -0.00787  109.15816    0.00000    1.15608    0.99325    1.00552
    1.04720  105.96042   27.00000   91.13246    0.13994  109.30826    0.00000    0.98700    0.91772    0.95350
    1.05000  106.10101   27.00000  104.09077    0.01895  109.45936    0.00000    0.89878    0.91174    0.85286
    1.05280  106.24137   27.00000   99.25346    0.06577  109.61009    0.00000    0.68029    1.03875    1.04191
    1.05560  106.38038   27.00000  103.51530    0.02693  109.75950    0.01025    1.23375    0.90576    0.97199
    1.05840  106.52015   27.00000  112.92453   -0.06012  109.90968    0.01022    0.99213    0.78685    1.12430
    1.06120  106.65975   27.00000  110.74435   -0.03830  110.05963    0.00000    0.94505    1.00423    0.99940
    1.06400  106.79811   27.00000  104.57586    0.02081  110.20829   -0.01017    1.23866    0.73814    0.88485
    1.06680  106.93717   27.00000   99.24173    0.07196  110.35777    0.00000    0.89781    0.85476    1.16159
    1.06960  107.07632   27.00000  106.34463    0.00683  110.50711    0.00000    1.01170    0.74547    0.83937
    1.07240  107.21386   27.00000  103.20419    0.03740  110.65496    0.01009    0.88535    0.72177    0.97745
    1.07520  107.35240   27.00000  111.39780   -0.03768  110.80374   -0.01006    0.90657    0.97207    1.19852
    1.07800  107.49063   27.00000  104.53671    0.02748  110.95219    0.00000    1.04993    1.07814    1.00808
    1.08080  107.62765   28.00000  111.26621   -0.03381  111.09949    0.00000    0.91078    0.98686    0.88402
    1.08360  107.76550   28.00000  101.88271    0.05459  111.24747   -0.00998    0.73173    0.80688    1.08860
    1.08640  107.90314   28.00000  106.81682    0.01007  111.39525   -0.00995    0.94404    1.00277    0.95989
    1.08920  108.03931   28.00000  106.21916    0.01685  111.54169    0.00000    0.73749    1.08098    1.09145
    1.09200  108.17667   28.00000  101.88305    0.05818  111.68907   -0.00990    1.08693    0.89371    1.02454
    1.09480  108.31256   28.00000  106.35089    0.01811  111.83504    0.00000    1.06485    1.05475    1.02809
    1.09760  108.44914   28.00000  106.91210    0.01417  111.98183    0.00000    1.09663    1.10259    0.95760
    1.10040  108.58580   28.00000  108.61040   -0.00023  112.12849    0.00982    1.01025    0.87955    1.13381
    1.10320  108.72209   28.00000  107.31162    0.01297  112.27480    0.00000    0.81314    1.16443    0.87734
    1.10600  108.85717   28.00000  119.94219   -0.10183  112.41995    0.00977    1.04069    0.80978    0.93212
    1.10880  108.99306   28.00000  108.65685    0.00308  112.56582   -0.00975    0.92779    1.20874    0.99151
    1.11160  109.12760   28.00000  104.15449    0.04557  112.71030    0.00972    1.11702    1.02708    0.93633
    1.11440  109.26305   28.00000  115.79371   -0.05977  112.85572    0.00970    1.10276    0.89384    1.04392
    1.11720  109.39839   28.00000  116.94484   -0.06898  113.00095    0.00000    1.06027    0.86285    1.04338
    1.12000  109.53235   28.00000  114.97752   -0.04971  113.14483   -0.00965    0.86728    0.87106    0.79156
    1.12280  109.66709   28.00000  111.59762   -0.01760  113.28953    0.00000    1.00768    1.21007    0.72941
    1.12560  109.80181   28.00000  106.92286    0.02622  113.43407    0.00960    0.94936    0.88870    1.05316
    1.12840  109.93504   28.00000   97.03960    0.11730  113.57718    0.00000    1.23596    1.05664    0.81727
    1.13120  110.06929   28.00000  122.71478   -0.11489  113.72126   -0.00955    0.94768    1.04639    0.84089
    1.13400  110.20331   28.00000  120.26418   -0.09129  113.86509    0.00000    1.02708    1.03505    0.95019
